136,137,108,86,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,108,86,-2147483645,-2147483646,6,6,6,6,6,6,6,6,6,7,-2147483645,-2147483646,108,108,108,108,108,86,136,137
120,121,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,108,86,4,4,-2147483624,-2147483624,-2147483624,-2147483621,-2147483622,-2147483538,-2147483538,-2147483538,66,99,-2147483647,-2147483648,108,108,108,108,108,86,120,121
136,137,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,108,86,6,6,-2147483624,-2147483624,-2147483624,-2147483605,-2147483606,-2147483608,-2147483608,40,40,99,-2147483645,-2147483646,108,108,108,108,108,86,134,135
120,121,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,143,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,99,-2147483647,-2147483648,108,108,108,108,108,108,108,108
136,137,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,143,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,99,-2147483645,-2147483646,108,108,108,108,108,108,108,108
120,121,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,143,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,99,-2147483647,-2147483648,108,108,108,108,108,108,108,108
134,135,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,143,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,99,-2147483645,-2147483646,108,108,108,108,108,108,108,108
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,-2147483647,-2147483648,22,23,87,-2147483624,-2147483624,-2147483624,-2147483624,156,157,99,-2147483647,-2147483648,108,108,108,108,108,108,120,121
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,-2147483645,-2147483646,106,39,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,158,159,99,-2147483645,-2147483646,108,108,108,108,108,86,134,135
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,-2147483647,-2147483648,-2147483647,-2147483648,-2147483647,-2147483648,-2147483647,-2147483648,-2147483647,-2147483648,-2147483647,-2147483648,-2147483647,-2147483648,108,108,108,108,108,108,108,108
143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,-2147483645,-2147483646,-2147483645,-2147483646,-2147483645,-2147483646,-2147483645,-2147483646,-2147483645,-2147483646,-2147483645,-2147483646,-2147483645,-2147483646,108,108,108,108,108,108,108,108
120,121,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,4,4,4,4,4,4,4,4,4,4,4,4,4,4,108,108,108,108,108,108,120,121
136,137,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,6,6,6,6,6,6,6,6,6,6,6,6,6,6,108,108,108,108,108,86,136,137
120,121,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,12,13,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,120,121
136,137,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,14,15,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,136,137
120,121,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,12,13,12,13,12,13,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,120,121
136,137,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,14,15,14,15,14,15,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,136,137
120,121,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,12,13,12,13,12,13,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,120,121
136,137,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,14,15,14,15,14,15,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,12,13,108,108,108,86,136,137
120,121,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,12,13,41,108,108,108,12,13,12,13,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,14,15,108,108,108,86,120,121
136,137,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,14,15,45,108,108,108,14,15,14,15,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,12,13,12,13,12,13,108,86,136,137
120,121,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,14,15,14,15,14,15,108,86,120,121
136,137,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,136,137
120,121,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,120,121
136,137,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,136,137
120,121,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,112,112,112,112,112,112,108,108,112,112,108,108,108,108,108,108,108,108,108,108,108,86,120,121
136,137,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,128,128,128,128,128,128,108,108,128,128,108,108,108,108,108,108,108,108,108,108,108,86,136,137
120,121,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,148,149,148,149,148,149,148,149,108,108,108,108,108,108,108,108,108,108,108,108,108,86,120,121
136,137,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,148,149,148,149,148,149,148,149,108,108,108,108,108,108,108,108,108,108,108,108,108,86,136,137
120,121,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,148,149,62,63,108,108,108,108,108,108,108,108,108,108,108,108,108,86,120,121
136,137,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,148,149,78,79,108,108,108,108,108,108,108,108,108,108,108,108,108,86,136,137
120,121,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,120,121
136,137,108,108,108,108,108,108,108,108,108,108,108,108,108,108,143,143,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,136,137
120,121,112,112,112,112,112,112,112,112,0,1,0,1,0,1,143,143,143,143,0,1,0,1,0,1,0,1,0,1,108,108,108,108,108,108,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,120,121
136,137,128,128,128,128,128,128,128,129,2,3,2,3,2,3,143,143,143,99,2,3,2,3,2,3,2,3,2,3,108,108,108,108,108,108,143,143,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,136,137
120,121,12,13,108,108,108,108,108,86,0,1,4,4,4,4,24,24,24,99,4,4,4,4,4,4,4,5,0,1,108,108,108,108,108,108,108,108,143,143,24,24,24,24,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,120,121
136,137,14,15,108,108,108,108,108,86,2,3,6,6,6,6,24,24,24,99,6,6,6,6,6,6,6,7,2,3,108,108,108,108,108,108,108,108,143,143,24,24,24,24,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,86,136,137
120,121,108,108,108,108,108,108,12,13,4,5,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,99,0,1,108,108,108,108,108,108,108,12,13,41,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,41,108,86,120,121
136,137,108,108,108,108,108,108,14,15,114,115,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,99,2,3,108,108,108,108,108,108,108,14,15,45,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,45,108,86,136,137
120,121,108,108,108,108,108,108,12,13,130,131,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,99,0,1,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,12,13,108,108,108,86,120,121
136,137,108,108,108,108,108,108,14,15,109,124,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,99,2,3,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,14,15,108,108,108,86,136,137
120,121,108,108,12,13,108,108,108,86,0,1,24,24,24,24,24,24,24,24,24,24,24,24,156,157,24,99,0,1,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,12,13,108,108,148,149,148,99,120,121
136,137,108,108,14,15,108,108,108,86,2,3,24,24,24,24,24,24,24,24,24,24,24,24,158,159,24,99,2,3,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,14,15,108,108,148,149,148,99,136,137
120,121,108,108,108,108,108,108,108,86,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,148,149,148,149,148,99,120,121
136,137,108,108,108,108,108,108,108,86,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,148,149,148,149,148,99,136,137
120,121,12,13,108,108,108,108,108,86,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,147,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,148,149,148,149,148,149,148,149,148,99,120,121
136,137,14,15,108,108,108,108,108,86,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,147,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,148,149,148,149,148,149,148,149,148,99,136,137
120,121,12,13,152,153,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,12,13,12,13,12,13,108,147,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,148,149,148,149,148,149,148,149,148,149,148,99,120,121
136,137,14,15,154,155,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,14,15,14,15,14,15,108,147,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,148,149,148,149,148,149,148,149,148,149,148,99,136,137
120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,108,108,108,108,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121,120,121
134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,108,108,108,86,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135,134,135
